transaction_id,date,account,counterparty,category,subcategory,description,amount,inflow,outflow,currency,payment_method,reference,tags,cleared,reconciled,notes,balance
T00031,2025-03-10,Checking,Affinity Card Services,Transfer,Credit Card Payment,Credit card payment Mar 2025,-1200.0,0.0,1200.0,USD,ACH,CCPAY-493045,recurring|debt,True,True,,3038.49
T00157,2025-03-10,Checking,Fuel Station,Expense,Fuel,Fuel Station purchase,-68.26,0.0,68.26,USD,Debit Card,REF-859228,transport|commute,True,True,,2970.2299999999996
T00158,2025-03-10,Checking,ATM Withdrawal,Expense,Cash,ATM Withdrawal purchase,-101.03,0.0,101.03,USD,ATM,REF-769299,cash,True,True,,2869.2
T00032,2025-03-10,Credit Card,From Checking,Transfer,Payment Received,Payment received Mar 2025,1200.0,1200.0,0.0,USD,ACH,CCPAY-493045,recurring|debt,True,True,,-656.8100000000002
T00159,2025-03-10,Credit Card,Online Retailer,Expense,Shopping,Online Retailer charge,-97.84,0.0,97.84,USD,Credit Card,REF-578212,discretionary|shopping,True,True,,-754.6500000000002
T00160,2025-03-11,Checking,ATM Withdrawal,Expense,Cash,ATM Withdrawal purchase,-108.16,0.0,108.16,USD,ATM,REF-374482,cash,True,False,,2761.0399999999995
T00161,2025-03-11,Checking,Coffee Shop,Expense,Dining,Coffee Shop purchase,-15.9,0.0,15.9,USD,Debit Card,REF-628410,discretionary|snack,True,True,,2745.1399999999994
T00162,2025-03-11,Credit Card,Video Streaming,Expense,Subscriptions,Video Streaming charge,-14.99,0.0,14.99,USD,Credit Card,REF-578269,recurring|subscription,True,True,,-769.6400000000002
T00163,2025-03-11,Credit Card,Music Service,Expense,Subscriptions,Music Service charge,-9.99,0.0,9.99,USD,Credit Card,REF-452352,recurring|subscription,True,True,,-779.6300000000002
T00027,2025-03-12,Checking,FiberNet ISP,Expense,Utilities,Internet bill Mar 2025,-75.0,0.0,75.0,USD,ACH,REF-181509,recurring|utilities,True,True,,2670.1399999999994
T00208,2025-03-12,Checking,Bank Fee,Fee,Account Fee,Monthly maintenance fee,-12.0,0.0,12.0,USD,Bank Posting,REF-318234,fees|bank,True,True,,2658.1399999999994
T00164,2025-03-13,Checking,Grocery Mart,Expense,Groceries,Grocery Mart purchase,-54.7,0.0,54.7,USD,Debit Card,REF-721719,necessity|food,True,False,,2603.4399999999996
T00165,2025-03-13,Credit Card,Movie Theater,Expense,Entertainment,Movie Theater charge,-23.69,0.0,23.69,USD,Credit Card,REF-473968,discretionary|entertainment,True,True,,-803.3200000000003
T00024,2025-03-15,Checking,Employer Inc.,Income,Salary,Direct deposit Mar 2025 - 1st half,3800.0,3800.0,0.0,USD,ACH,REF-513023,recurring|payroll,True,True,,6403.44
T00166,2025-03-15,Checking,Restaurant,Expense,Dining,Restaurant purchase,-63.03,0.0,63.03,USD,Debit Card,REF-822485,discretionary|dining,False,False,,6340.41
T00167,2025-03-15,Checking,Farmer's Market,Expense,Groceries,Farmer's Market purchase,-36.49,0.0,36.49,USD,Debit Card,REF-658321,local|food,True,False,,6303.92
T00168,2025-03-15,Credit Card,Music Service,Expense,Subscriptions,Music Service charge,-9.99,0.0,9.99,USD,Credit Card,REF-748625,recurring|subscription,False,False,,-813.3100000000003
T00169,2025-03-16,Checking,Fuel Station,Expense,Fuel,Fuel Station purchase,-82.01,0.0,82.01,USD,Debit Card,REF-803803,transport|commute,True,True,,6221.91
T00170,2025-03-16,Credit Card,Airline,Expense,Travel,Airline charge,-319.12,0.0,319.12,USD,Credit Card,REF-496079,travel,True,False,,-1132.4300000000003
T00171,2025-03-16,Credit Card,Video Streaming,Expense,Subscriptions,Video Streaming charge,-14.99,0.0,14.99,USD,Credit Card,REF-238611,recurring|subscription,False,False,,-1147.4200000000003
T00172,2025-03-17,Credit Card,Video Streaming,Expense,Subscriptions,Video Streaming charge,-14.99,0.0,14.99,USD,Credit Card,REF-760377,recurring|subscription,True,True,,-1162.4100000000003
T00173,2025-03-17,Credit Card,Airline,Expense,Travel,Airline charge,-164.59,0.0,164.59,USD,Credit Card,REF-966928,travel,True,True,,-1327.0000000000002
T00174,2025-03-18,Checking,Pharmacy,Expense,Healthcare,Pharmacy purchase,-59.28,0.0,59.28,USD,Debit Card,REF-317720,health|personal,True,False,,6162.629999999999
T00175,2025-03-18,Credit Card,Movie Theater,Expense,Entertainment,Movie Theater charge,-42.16,0.0,42.16,USD,Credit Card,REF-586370,discretionary|entertainment,True,True,,-1369.1600000000003
T00176,2025-03-19,Checking,Coffee Shop,Expense,Dining,Coffee Shop purchase,-16.95,0.0,16.95,USD,Debit Card,REF-149548,discretionary|snack,True,True,,6145.679999999999
T00177,2025-03-19,Checking,Fuel Station,Expense,Fuel,Fuel Station purchase,-32.92,0.0,32.92,USD,Debit Card,REF-435431,transport|commute,True,True,,6112.759999999999
T00178,2025-03-19,Credit Card,Movie Theater,Expense,Entertainment,Movie Theater charge,-41.4,0.0,41.4,USD,Credit Card,REF-741931,discretionary|entertainment,True,True,,-1410.5600000000004
T00179,2025-03-19,Credit Card,Airline,Expense,Travel,Airline charge,-408.31,0.0,408.31,USD,Credit Card,REF-191710,travel,True,True,,-1818.8700000000003
T00028,2025-03-20,Checking,Municipal Water,Expense,Utilities,Water/Sewer bill Mar 2025,-48.0,0.0,48.0,USD,ACH,REF-603285,recurring|utilities,True,True,,6064.759999999999
T00180,2025-03-20,Checking,Restaurant,Expense,Dining,Restaurant purchase,-76.49,0.0,76.49,USD,Debit Card,REF-336679,discretionary|dining,True,True,,5988.2699999999995
T00181,2025-03-20,Credit Card,Rideshare,Expense,Transport,Rideshare charge,-9.18,0.0,9.18,USD,Credit Card,REF-649550,transport,True,True,,-1828.0500000000004
T00182,2025-03-20,Credit Card,Music Service,Expense,Subscriptions,Music Service charge,-9.99,0.0,9.99,USD,Credit Card,REF-704450,recurring|subscription,True,True,,-1838.0400000000004
T00183,2025-03-21,Checking,Farmer's Market,Expense,Groceries,Farmer's Market purchase,-53.4,0.0,53.4,USD,Debit Card,REF-413227,local|food,True,True,,5934.869999999999
T00184,2025-03-21,Credit Card,Rideshare,Expense,Transport,Rideshare charge,-18.99,0.0,18.99,USD,Credit Card,REF-457245,transport,True,True,,-1857.0300000000004
T00185,2025-03-22,Checking,Pharmacy,Expense,Healthcare,Pharmacy purchase,-27.1,0.0,27.1,USD,Debit Card,REF-176330,health|personal,True,True,,5907.7699999999995
T00186,2025-03-22,Checking,Restaurant,Expense,Dining,Restaurant purchase,-84.92,0.0,84.92,USD,Debit Card,REF-580751,discretionary|dining,True,True,,5822.849999999999
T00187,2025-03-23,Credit Card,Video Streaming,Expense,Subscriptions,Video Streaming charge,-14.99,0.0,14.99,USD,Credit Card,REF-870105,recurring|subscription,False,False,,-1872.0200000000004
T00188,2025-03-24,Checking,Coffee Shop,Expense,Dining,Coffee Shop purchase,-12.33,0.0,12.33,USD,Debit Card,REF-297541,discretionary|snack,True,False,,5810.5199999999995
T00189,2025-03-24,Checking,Fuel Station,Expense,Fuel,Fuel Station purchase,-38.06,0.0,38.06,USD,Debit Card,REF-547224,transport|commute,True,True,,5772.459999999999
T00190,2025-03-24,Credit Card,Movie Theater,Expense,Entertainment,Movie Theater charge,-12.67,0.0,12.67,USD,Credit Card,REF-281780,discretionary|entertainment,True,True,,-1884.6900000000005
T00191,2025-03-25,Checking,Restaurant,Expense,Dining,Restaurant purchase,-50.22,0.0,50.22,USD,Debit Card,REF-408962,discretionary|dining,True,True,,5722.24
T00192,2025-03-25,Checking,Pharmacy,Expense,Healthcare,Pharmacy purchase,-37.04,0.0,37.04,USD,Debit Card,REF-447689,health|personal,True,True,,5685.2
T00193,2025-03-26,Checking,Grocery Mart,Expense,Groceries,Grocery Mart purchase,-165.91,0.0,165.91,USD,Debit Card,REF-392808,necessity|food,True,True,,5519.29
T00194,2025-03-27,Checking,ATM Withdrawal,Expense,Cash,ATM Withdrawal purchase,-92.28,0.0,92.28,USD,ATM,REF-369725,cash,True,True,,5427.01
T00201,2025-03-27,Checking,Retailer Refund,Refund,Return,Refund for returned item,45.0,45.0,0.0,USD,ACH,REF-200440,refund|one-time,True,True,,5472.01
T00195,2025-03-29,Checking,Grocery Mart,Expense,Groceries,Grocery Mart purchase,-68.9,0.0,68.9,USD,Debit Card,REF-886882,necessity|food,True,True,,5403.11
T00196,2025-03-29,Credit Card,Bookstore,Expense,Education,Bookstore charge,-48.39,0.0,48.39,USD,Credit Card,REF-805440,education,True,False,,-1933.0800000000006
T00197,2025-03-30,Checking,Grocery Mart,Expense,Groceries,Grocery Mart purchase,-151.27,0.0,151.27,USD,Debit Card,REF-707137,necessity|food,True,True,,5251.84
T00198,2025-03-30,Credit Card,Movie Theater,Expense,Entertainment,Movie Theater charge,-33.36,0.0,33.36,USD,Credit Card,REF-266661,discretionary|entertainment,True,True,,-1966.4400000000005
T00025,2025-03-31,Checking,Employer Inc.,Income,Salary,Direct deposit Mar 2025 - 2nd half,3800.0,3800.0,0.0,USD,ACH,REF-688985,recurring|payroll,True,True,,9051.84
T00199,2025-03-31,Credit Card,Airline,Expense,Travel,Airline charge,-304.58,0.0,304.58,USD,Credit Card,REF-944220,travel,True,True,,-2271.0200000000004
T00200,2025-03-31,Credit Card,Movie Theater,Expense,Entertainment,Movie Theater charge,-15.91,0.0,15.91,USD,Credit Card,REF-963796,discretionary|entertainment,True,True,,-2286.9300000000003
T00033,2025-03-31,Savings,Bank Interest,Income,Interest,Monthly interest Mar 2025,15.15,15.15,0.0,USD,Bank Posting,REF-468267,recurring|interest,True,True,,11546.98
